Name,Stab attack,Slash attack,Crush attack,Magic attack,Ranged attack,Stab defence,Slash defence,Crush defence,Magic defence,Ranged defence,Strength,Ranged strength,Magic damage,Prayer,Speed
Fremennik sea boots 2,0,0,0,-3,-1,5,6,7,0,0,0,0,0.0,0,
Fremennik sea boots 3,0,0,0,-3,-1,7,8,9,0,0,0,0,0.0,0,
Fremennik sea boots 4,0,0,0,1,1,10,11,12,0,0,1,0,0.0,0,
Frog-leather boots,0,0,0,-8,2,1,1,1,0,1,0,0,0.0,0,
Ghostly boots,0,0,0,2,0,0,0,0,2,0,0,0,0.0,0,
Gilded boots,0,0,0,-3,-1,12,13,14,0,0,2,0,0.0,0,
Granite boots,0,0,0,-3,-1,15,16,17,0,8,3,0,0.0,0,
Green boots,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,
Grey boots,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,
Guardian boots,0,0,0,-3,-1,32,32,32,-3,24,3,0,0.0,2,
Guthix d'hide boots,0,0,0,-10,7,4,4,4,4,4,0,0,0.0,1,
Ham boots,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,
Infinity boots,0,0,0,5,0,0,0,0,5,0,0,0,0.0,0,
Insulated boots,0,0,0,0,0,1,1,0,0,1,0,0,0.0,0,
Iron boots,0,0,0,-3,-1,2,3,4,0,0,0,0,0.0,0,
Leather boots,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,
Lunar boots,0,0,0,2,-1,1,2,2,2,0,0,0,0.0,0,
Mithril boots,0,0,0,-3,-1,8,9,10,0,0,0,0,0.0,0,
Moonclan boots,0,0,0,2,-5,2,2,2,2,-5,0,0,0.0,0,
Mourner boots,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,
Mystic boots,0,0,0,3,0,0,0,0,3,0,0,0,0.0,0,
Mystic boots (dark),0,0,0,3,0,0,0,0,3,0,0,0,0.0,0,
Mystic boots (dusk),0,0,0,3,0,0,0,0,3,0,0,0,0.0,0,
Mystic boots (light),0,0,0,3,0,0,0,0,3,0,0,0,0.0,0,
Ornate boots,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,
Pegasian boots,0,0,0,-12,12,5,5,5,5,5,0,0,0.0,0,
Pink boots,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,
Primordial boots,2,2,2,-4,-1,22,22,22,0,0,5,0,0.0,0,
Purple boots,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,
Ranger boots,0,0,0,-10,8,2,3,4,2,0,0,0,0.0,0,
Red boots,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,
Rock-shell boots,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,
Rogue boots,0,0,0,0,0,2,2,2,2,2,0,0,0.0,0,
Rune boots,0,0,0,-3,-1,12,13,14,0,0,2,0,0.0,0,
Runner boots,0,0,0,1,1,8,8,8,0,0,0,0,0.0,0,
Samurai boots,0,0,0,0,0,11,12,13,1,0,0,0,0.0,0,
Saradomin d'hide boots,0,0,0,-10,7,4,4,4,4,4,0,0,0.0,1,
Shayzien boots (1),0,0,0,-2,-1,1,2,3,0,0,0,0,0.0,0,
Shayzien boots (2),0,0,0,-2,-1,2,3,4,0,0,0,0,0.0,0,
Shayzien boots (3),0,0,0,-2,-1,4,5,6,0,0,0,0,0.0,0,
Shayzien boots (4),0,0,0,-2,-1,5,6,7,0,0,0,0,0.0,0,
Shayzien boots (5),0,0,0,-2,-1,5,7,8,0,0,0,0,0.0,0,
Silly jester boots,0,0,0,0,0,0,0,0,5,-5,0,0,0.0,0,
Skeletal boots,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,
Snakeskin boots,0,0,0,-10,3,1,1,2,1,0,0,0,0.0,0,
Spiked boots,0,0,0,0,0,0,2,2,0,0,2,0,0.0,0,
Spiked manacles,0,0,0,-3,-1,0,0,0,-4,0,4,0,0.0,0,
Spined boots,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,
Splitbark boots,0,0,0,2,-1,3,2,4,2,0,0,0,0.0,0,
Steel boots,0,0,0,-3,-1,5,6,7,0,0,0,0,0.0,0,
Swampbark boots,0,0,0,3,0,4,3,5,4,0,0,0,0.0,0,
Teal boots,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,
Turquoise boots,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,
Vyrewatch shoes,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
White boots,0,0,0,-3,-1,7,8,9,0,0,0,0,0.0,1,
Wizard boots,0,0,0,4,0,0,0,0,4,0,0,0,0.0,0,
Yellow boots,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,
Zamorak d'hide boots,0,0,0,-10,7,4,4,4,4,4,0,0,0.0,1,
