Name,Stab attack,Slash attack,Crush attack,Magic attack,Ranged attack,Stab defence,Slash defence,Crush defence,Magic defence,Ranged defence,Strength,Ranged strength,Magic damage,Prayer,Speed
Adamant heraldic helm (Money),0,0,0,-6,-2,19,21,16,-1,19,0,0,0.0,0,
Adamant heraldic helm (Saradomin),0,0,0,-6,-2,19,21,16,-1,19,0,0,0.0,0,
Adamant heraldic helm (Skull),0,0,0,-6,-2,19,21,16,-1,19,0,0,0.0,0,
Adamant heraldic helm (Varrock),0,0,0,-6,-2,19,21,16,-1,19,0,0,0.0,0,
Adamant heraldic helm (Zamorak),0,0,0,-6,-2,19,21,16,-1,19,0,0,0.0,0,
Adamant med helm,0,0,0,-3,-1,14,15,13,-1,14,0,0,0.0,0,
Afro,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Agility hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Ahrim's hood#(broken),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Ahrim's hood#100,0,0,0,6,-2,15,13,16,6,0,0,0,0.0,0,
Ahrim's hood#25,0,0,0,6,-2,15,13,16,6,0,0,0,0.0,0,
Ahrim's hood#50,0,0,0,6,-2,15,13,16,6,0,0,0,0.0,0,
Ahrim's hood#75,0,0,0,6,-2,15,13,16,6,0,0,0,0.0,0,
Ahrim's hood#Undamaged,0,0,0,6,-2,15,13,16,6,0,0,0,0.0,0,
Air tiara,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Ancestral hat,0,0,0,8,-2,12,11,13,5,0,0,0,0.02,0,
Ancient coif,0,0,0,-1,7,4,7,10,4,8,0,0,0.0,1,
Ancient full helm,0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,1,
Ancient halo#Broken,0,0,0,0,0,11,12,10,11,-1,0,0,0.0,3,
Ancient halo#Locked,0,0,0,0,0,11,12,10,11,-1,0,0,0.0,3,
Ancient halo#Normal,0,0,0,0,0,11,12,10,11,-1,0,0,0.0,3,
Ancient mitre,0,0,0,4,0,0,0,0,4,0,0,0,0.0,5,
Angler hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Ankou mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Antisanta mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Arceuus hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Archer helm,-5,-5,-5,-5,6,6,8,10,6,6,0,0,0.0,0,
Ardougne knight helm,0,0,0,-6,-2,6,7,5,-1,6,0,0,0.0,0,
Ardougne max hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Armadyl coif,0,0,0,-1,7,4,7,10,4,8,0,0,0.0,1,
Armadyl full helm,0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,1,
Armadyl halo#Broken,0,0,0,0,0,11,12,10,11,-1,0,0,0.0,3,
Armadyl halo#Locked,0,0,0,0,0,11,12,10,11,-1,0,0,0.0,3,
Armadyl halo#Normal,0,0,0,0,0,11,12,10,11,-1,0,0,0.0,3,
Armadyl helmet,-5,-5,-5,-5,10,6,8,10,10,8,0,0,0.0,1,
Armadyl mitre,0,0,0,4,0,0,0,0,4,0,0,0,0.0,5,
Assembler max hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Attack hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Bandana eyepatch (blue),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Bandana eyepatch (brown),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Bandana eyepatch (red),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Bandana eyepatch (white),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Bandos coif,0,0,0,-1,7,4,7,10,4,8,0,0,0.0,1,
Bandos full helm,0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,1,
Bandos halo#Broken,0,0,0,0,0,11,12,10,11,-1,0,0,0.0,3,
Bandos halo#Locked,0,0,0,0,0,11,12,10,11,-1,0,0,0.0,3,
Bandos halo#Normal,0,0,0,0,0,11,12,10,11,-1,0,0,0.0,3,
Bandos mitre,0,0,0,4,0,0,0,0,4,0,0,0,0.0,5,
Banshee mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Beanie,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Bearhead,0,0,0,-3,-3,12,14,10,7,9,0,0,0.0,0,
Bedsheet#Ectoplasm,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Bedsheet#Regular,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Beekeeper's hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Beret mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Berserker helm,0,0,0,-5,-5,31,29,33,0,30,3,0,0.0,0,
Big pirate hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Black beret,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Black boater,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Black cavalier,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Black demon mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Black dragon mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Black full helm,0,0,0,-6,-2,12,13,10,-1,12,0,0,0.0,0,
Black full helm (g),0,0,0,-6,-2,12,13,10,-1,12,0,0,0.0,0,
Black full helm (t),0,0,0,-6,-2,12,13,10,-1,12,0,0,0.0,0,
Black h'ween mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Black headband,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Black helm (h1),0,0,0,-6,-2,12,13,10,-1,12,0,0,0.0,0,
Black helm (h2),0,0,0,-6,-2,12,13,10,-1,12,0,0,0.0,0,
Black helm (h3),0,0,0,-6,-2,12,13,10,-1,12,0,0,0.0,0,
Black helm (h4),0,0,0,-6,-2,12,13,10,-1,12,0,0,0.0,0,
Black helm (h5),0,0,0,-6,-2,12,13,10,-1,12,0,0,0.0,0,
Black leprechaun hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Black mask (i)#(1),0,0,0,0,0,9,10,8,-1,9,0,0,0.0,0,
Black mask (i)#(10),0,0,0,0,0,9,10,8,-1,9,0,0,0.0,0,
Black mask (i)#(2),0,0,0,0,0,9,10,8,-1,9,0,0,0.0,0,
Black mask (i)#(3),0,0,0,0,0,9,10,8,-1,9,0,0,0.0,0,
Black mask (i)#(4),0,0,0,0,0,9,10,8,-1,9,0,0,0.0,0,
Black mask (i)#(5),0,0,0,0,0,9,10,8,-1,9,0,0,0.0,0,
Black mask (i)#(6),0,0,0,0,0,9,10,8,-1,9,0,0,0.0,0,
Black mask (i)#(7),0,0,0,0,0,9,10,8,-1,9,0,0,0.0,0,
Black mask (i)#(8),0,0,0,0,0,9,10,8,-1,9,0,0,0.0,0,
Black mask (i)#(9),0,0,0,0,0,9,10,8,-1,9,0,0,0.0,0,
Black mask (i)#Uncharged,0,0,0,0,0,9,10,8,-1,9,0,0,0.0,0,
Black mask#(1),0,0,0,-3,-1,9,10,8,-1,9,0,0,0.0,0,
Black mask#(10),0,0,0,-3,-1,9,10,8,-1,9,0,0,0.0,0,
Black mask#(2),0,0,0,-3,-1,9,10,8,-1,9,0,0,0.0,0,
Black mask#(3),0,0,0,-3,-1,9,10,8,-1,9,0,0,0.0,0,
Black mask#(4),0,0,0,-3,-1,9,10,8,-1,9,0,0,0.0,0,
Black mask#(5),0,0,0,-3,-1,9,10,8,-1,9,0,0,0.0,0,
Black mask#(6),0,0,0,-3,-1,9,10,8,-1,9,0,0,0.0,0,
Black mask#(7),0,0,0,-3,-1,9,10,8,-1,9,0,0,0.0,0,
Black mask#(8),0,0,0,-3,-1,9,10,8,-1,9,0,0,0.0,0,
Black mask#(9),0,0,0,-3,-1,9,10,8,-1,9,0,0,0.0,0,
Black mask#Uncharged,0,0,0,-3,-1,9,10,8,-1,9,0,0,0.0,0,
Black med helm,0,0,0,-3,-1,9,10,8,-1,9,0,0,0.0,0,
Black partyhat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Black santa hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Black slayer helmet,0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Black slayer helmet (i),0,0,0,3,3,30,32,27,10,30,0,0,0.0,0,
Black tricorn hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Black unicorn mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Black wizard hat (g),0,0,0,2,0,0,0,0,2,0,0,0,0.0,0,
Black wizard hat (t),0,0,0,2,0,0,0,0,2,0,0,0,0.0,0,
Blacksmith's helm,0,0,0,-6,-2,6,7,5,-1,6,0,0,0.0,0,
Blood'n'tar snelm (pointed),0,0,0,-3,-1,7,8,6,-1,7,0,0,0.0,0,
Blood'n'tar snelm (round),0,0,0,-3,-1,7,8,6,-1,7,0,0,0.0,0,
Bloodbark helm,0,0,0,5,0,16,14,17,6,0,0,0,0.0,0,
Blue beret,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Blue boater,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Blue dragon mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Blue halloween mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Blue hat,0,0,0,3,0,0,0,0,3,0,0,0,0.0,0,
Blue headband,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Blue partyhat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Blue tricorn hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Blue wizard hat,0,0,0,2,0,0,0,0,2,0,0,0,0.0,0,
Blue wizard hat (g),0,0,0,2,0,0,0,0,2,0,0,0,0.0,0,
Blue wizard hat (t),0,0,0,2,0,0,0,0,2,0,0,0,0.0,0,
Bobble hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Body tiara,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Bomber cap,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Bounty hunter hat (tier 1),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Bounty hunter hat (tier 2),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Bounty hunter hat (tier 3),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Bounty hunter hat (tier 4),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Bounty hunter hat (tier 5),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Bounty hunter hat (tier 6),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Bowl wig,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Brassica halo#Broken,0,0,0,0,0,11,12,10,11,-1,0,0,0.0,3,
Brassica halo#Locked,0,0,0,0,0,11,12,10,11,-1,0,0,0.0,3,
Brassica halo#Normal,0,0,0,0,0,11,12,10,11,-1,0,0,0.0,3,
Broken bark snelm,0,0,0,-3,-1,7,8,6,-1,7,0,0,0.0,0,
Bronze dragon mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Bronze full helm,0,0,0,-6,-2,4,5,3,-1,4,0,0,0.0,0,
Bronze full helm (g),0,0,0,-6,-2,4,5,3,-1,4,0,0,0.0,0,
Bronze full helm (t),0,0,0,-6,-2,4,5,3,-1,4,0,0,0.0,0,
Bronze med helm,0,0,0,-3,-1,3,4,2,-1,4,0,0,0.0,0,
Brown headband,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Brown tricorn hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Bruise blue snelm (pointed),0,0,0,-3,-1,7,8,6,-1,7,0,0,0.0,0,
Bruise blue snelm (round),0,0,0,-3,-1,7,8,6,-1,7,0,0,0.0,0,
Bucket helm,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Bucket helm (g),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Bunny ears,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Bunnyman mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Camel mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Camo helmet,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Cap and goggles,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Carpenter's helmet,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Castlewars hood (Saradomin),0,0,0,0,0,0,1,2,0,1,0,0,0.0,0,
Castlewars hood (Zamorak),0,0,0,0,0,0,1,2,0,1,0,0,0.0,0,
Cat ears,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Cat mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Cavalier mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Chaos tiara,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Chef's hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Chicken head,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Chompy bird hat (bowman),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Chompy bird hat (bowmaster),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Chompy bird hat (dragon archer),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Chompy bird hat (expert dragon archer),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Chompy bird hat (expert ogre dragon archer),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Chompy bird hat (expert),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Chompy bird hat (forester),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Chompy bird hat (marksman),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Chompy bird hat (ogre bowman),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Chompy bird hat (ogre bowmaster),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Chompy bird hat (ogre dragon archer),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Chompy bird hat (ogre expert),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Chompy bird hat (ogre forester),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Chompy bird hat (ogre marksman),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Chompy bird hat (ogre woodsman),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Chompy bird hat (ogre yeoman),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Chompy bird hat (woodsman),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Chompy bird hat (yeoman),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Clown mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Coif,0,0,0,-1,2,4,6,8,4,4,0,0,0.0,0,
Construct. hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Cooking hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Corrupted helm,0,0,0,-6,-2,6,7,5,-1,6,0,0,0.0,0,
Corrupted helm (attuned),6,6,2,6,6,48,48,48,48,48,0,0,0.0,2,
Corrupted helm (basic),2,2,1,2,2,28,28,28,28,28,0,0,0.0,1,
Corrupted helm (perfected),10,10,3,10,10,68,68,68,68,68,0,0,0.0,3,
Cosmic tiara,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Cow mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Crab helmet,0,0,0,-3,-1,5,4,3,-1,4,0,0,0.0,0,
Crafting hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Cream hat,0,0,0,3,0,0,0,0,3,0,0,0,0.0,0,
Crier hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Crystal crown#Amlodd,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Crystal crown#Cadarn,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Crystal crown#Crwys,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Crystal crown#Hefin,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Crystal crown#Iorwerth,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Crystal crown#Ithell,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Crystal crown#Meilyr,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Crystal crown#Trahaearn,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Crystal helm (attuned),6,6,2,6,6,48,48,48,48,48,0,0,0.0,2,
Crystal helm (basic),2,2,1,2,2,28,28,28,28,28,0,0,0.0,1,
Crystal helm (perfected),10,10,3,10,10,68,68,68,68,68,0,0,0.0,3,
Crystal helm#Active,0,0,0,-10,8,12,8,14,26,18,0,0,0.0,2,
Crystal helm#Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Cyclops head#Female,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Cyclops head#Male,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Dagon'hai hat,0,0,0,5,0,0,0,0,5,0,0,0,0.0,2,
Dark cavalier,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Dark infinity hat,0,0,0,6,0,0,0,0,6,0,0,0,0.0,0,
Death tiara,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Decorative armour (magic hat)#Broken,0,0,0,0,0,4,4,4,4,4,0,0,0.0,0,
Decorative armour (magic hat)#Locked,0,0,0,0,0,4,4,4,4,4,0,0,0.0,0,
Decorative armour (magic hat)#Normal,0,0,0,0,0,4,4,4,4,4,0,0,0.0,0,
Decorative full helm (gold)#Broken,0,0,0,-6,-2,19,21,16,-1,19,0,0,0.0,0,
Decorative full helm (gold)#Locked,0,0,0,-6,-2,19,21,16,-1,19,0,0,0.0,0,
Decorative full helm (gold)#Normal,0,0,0,-6,-2,19,21,16,-1,19,0,0,0.0,0,
Decorative full helm (white),0,0,0,-6,-2,13,14,11,-1,13,0,0,0.0,0,
Decorative helm (gold)#Broken,0,0,0,-3,-1,14,15,13,-1,14,0,0,0.0,0,
Decorative helm (gold)#Locked,0,0,0,-3,-1,14,15,13,-1,14,0,0,0.0,0,
Decorative helm (gold)#Normal,0,0,0,-3,-1,14,15,13,-1,14,0,0,0.0,0,
Decorative helm (red),0,0,0,-3,-1,7,8,6,-1,7,0,0,0.0,0,
Decorative helm (white),0,0,0,-3,-1,10,11,9,-1,10,0,0,0.0,0,
Deerstalker,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Defence hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Desert disguise,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Dharok's helm#(broken),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Dharok's helm#100,0,0,0,-3,-1,45,48,44,-1,51,0,0,0.0,0,
Dharok's helm#25,0,0,0,-3,-1,45,48,44,-1,51,0,0,0.0,0,
Dharok's helm#50,0,0,0,-3,-1,45,48,44,-1,51,0,0,0.0,0,
Dharok's helm#75,0,0,0,-3,-1,45,48,44,-1,51,0,0,0.0,0,
Dharok's helm#Undamaged,0,0,0,-3,-1,45,48,44,-1,51,0,0,0.0,0,
Doctor's hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Double eye patch,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Dragon full helm,0,0,0,-6,-2,45,48,41,-1,46,0,0,0.0,0,
Dragon full helm (g),0,0,0,-6,-2,45,48,41,-1,46,0,0,0.0,0,
Dragon med helm,0,0,0,-3,-1,33,35,32,-1,34,0,0,0.0,0,
Dragonstone full helm,0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Druidic wreath,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Dwarven helmet,0,0,6,-2,-2,27,28,31,5,24,0,0,0.0,0,
Earmuffs,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Earth tiara,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Easter egg helm,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Elder chaos hood,0,0,0,5,0,0,0,0,4,0,0,0,0.0,0,
Elemental helmet,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0,
Enchanted hat,0,0,0,4,0,0,0,0,4,0,0,0,0.0,0,
Evil chicken head,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Facemask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Fake beak,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Fancy tiara,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Farmer's strawhat#Female,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Farmer's strawhat#Male,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Farming hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Farseer helm,-5,-5,-5,6,-5,8,10,12,6,0,0,0,0.0,0,
Fedora,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Fez,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Fighter hat#Broken,5,5,5,-7,-7,27,29,26,-3,28,0,0,0.0,0,
Fighter hat#Locked,5,5,5,-7,-7,27,29,26,-3,28,0,0,0.0,0,
Fighter hat#Normal,5,5,5,-7,-7,27,29,26,-3,28,0,0,0.0,0,
Fire max hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Fire tiara,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Firemaking hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Fishbowl helmet,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Fishing hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Five barrels,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Fletching hood,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Four barrels,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Fremennik hat,0,0,0,3,0,0,0,0,3,0,0,0,0.0,0,
Fremennik helm,0,0,0,-6,-2,19,21,16,-1,19,0,0,0.0,0,
Frog mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Gas mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Ghostly hood,0,0,0,3,0,0,0,0,3,0,0,0,0.0,0,
Giant boot,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Gilded coif,0,0,0,-1,4,4,7,8,4,6,0,0,0.0,0,
Gilded full helm,0,0,0,-6,-2,30,32,27,-1,30,0,0,0.0,0,
Gilded med helm,0,0,0,-3,-1,22,23,21,-1,22,0,0,0.0,0,
Gnome child hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Gnome child mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Gnome goggles,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Goblin mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Gold headband,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Gold helmet,0,0,0,0,0,0,10,20,0,10,0,0,0.0,0,
Golden chef's hat,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Golden prospector helmet,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Graahk headdress,0,0,0,0,-1,4,5,3,0,4,0,0,0.0,0,
Graceful hood#Agility_Arena,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Graceful hood#Arceuus,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Graceful hood#Hallowed,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Graceful hood#Hosidius,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Graceful hood#Kourend,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Graceful hood#Lovakengj,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Graceful hood#Piscarilius,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Graceful hood#Regular,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Graceful hood#Shayzien,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Graceful hood#Trailblazer,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Granite helm,0,0,0,-9,-7,31,33,29,-1,39,0,0,0.0,0,
Gravedigger mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Greater demon mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Green boater,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Green dragon mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Green halloween mask,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Green hat,0,0,0,3,0,0,0,0,3,0,0,0,0.0,0,
Green headband,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
