Name,Stab attack,Slash attack,Crush attack,Magic attack,Ranged attack,Stab defence,Slash defence,Crush defence,Magic defence,Ranged defence,Strength,Ranged strength,Magic damage,Prayer,Speed
Villager armband (blue),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Villager armband (brown),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Villager armband (pink),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Villager armband (yellow),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Void knight gloves#Broken,0,0,0,0,0,6,6,6,4,6,0,0,0.0,0,
Void knight gloves#Locked,0,0,0,0,0,6,6,6,4,6,0,0,0.0,0,
Void knight gloves#Normal,0,0,0,0,0,6,6,6,4,6,0,0,0.0,0,
Warm gloves,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
White gloves,0,0,0,0,0,0,1,2,0,0,0,0,0.0,1,
Yellow gloves,0,0,0,0,0,0,1,2,0,0,0,0,0.0,0,
Zamorak bracers,0,0,0,-10,11,6,5,7,8,0,0,0,0.0,1,
Zenyte bracelet,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Zombie gloves,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,

