Name,Stab attack,Slash attack,Crush attack,Magic attack,Ranged attack,Stab defence,Slash defence,Crush defence,Magic defence,Ranged defence,Strength,Ranged strength,Magic damage,Prayer,Speed
Desert top (overcoat),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Dharok's platebody#(broken),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Dharok's platebody#100,0,0,0,-30,-10,122,120,107,-6,132,0,0,0.0,0,
Dharok's platebody#25,0,0,0,-30,-10,122,120,107,-6,132,0,0,0.0,0,
Dharok's platebody#50,0,0,0,-30,-10,122,120,107,-6,132,0,0,0.0,0,
Dharok's platebody#75,0,0,0,-30,-10,122,120,107,-6,132,0,0,0.0,0,
Dharok's platebody#Undamaged,0,0,0,-30,-10,122,120,107,-6,132,0,0,0.0,0,
Dragon chainbody,0,0,0,-15,0,81,93,98,-3,82,0,0,0.0,0,
Dragon chainbody (g),0,0,0,-15,0,81,93,98,-3,82,0,0,0.0,0,
Dragon platebody,0,0,0,-30,-10,109,107,97,-6,106,0,0,0.0,0,
Dragon platebody (g),0,0,0,-30,-10,109,107,97,-6,106,0,0,0.0,0,
Dragonstone platebody,0,0,0,-30,-10,82,80,72,-6,80,0,0,0.0,0,
Druid's robe top,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,
Eggshell platebody,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Elder chaos top,0,0,0,10,0,0,0,0,8,0,0,0,0.0,0,
Elite void top#Broken,0,0,0,0,0,45,45,45,45,45,0,0,0.0,3,
Elite void top#Locked,0,0,0,0,0,45,45,45,45,45,0,0,0.0,3,
Elite void top#Normal,0,0,0,0,0,45,45,45,45,45,0,0,0.0,3,
Elven top (white vest),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Elven top (white),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Elven top (yellow vest),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Elven top (yellow),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Enchanted top,0,0,0,20,0,0,0,0,20,0,0,0,0.0,0,
Evil chicken wings,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Farmer's jacket,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Farmer's shirt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Fighter torso#Broken,0,0,0,-40,0,62,85,62,-10,67,4,0,0.0,0,
Fighter torso#Locked,0,0,0,-40,0,62,85,62,-10,67,4,0,0.0,0,
Fighter torso#Normal,0,0,0,-40,0,62,85,62,-10,67,4,0,0.0,0,
Fremennik beige shirt,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Fremennik blue shirt,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Fremennik brown shirt,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Fremennik grey shirt,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Fremennik red shirt,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Fremennik robe,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Frog-leather body,0,0,0,-5,10,23,26,30,15,32,0,0,0.0,0,
Ghostly robe (top),0,0,0,5,0,0,0,0,5,0,0,0,0.0,0,
Gilded chainbody,0,0,0,-15,0,63,72,78,-3,65,0,0,0.0,0,
Gilded d'hide body,0,0,0,-15,15,40,32,45,20,40,0,0,0.0,0,
Gilded platebody,0,0,0,-30,-10,82,80,72,-6,80,0,0,0.0,0,
Gold elegant blouse,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Gold elegant shirt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Golden apron,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Golden prospector jacket,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Graahk top,0,0,0,0,0,10,15,19,0,12,0,0,0.0,0,
Graceful top#Agility_Arena,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Graceful top#Arceuus,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Graceful top#Hallowed,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Graceful top#Hosidius,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Graceful top#Kourend,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Graceful top#Lovakengj,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Graceful top#Piscarilius,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Graceful top#Regular,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Graceful top#Shayzien,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Graceful top#Trailblazer,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Granite body,0,0,0,-22,-5,87,84,79,-6,97,0,0,0.0,0,
Gravedigger top,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Green d'hide body,0,0,0,-15,15,40,32,45,20,40,0,0,0.0,0,
Green d'hide body (g),0,0,0,-15,15,40,32,45,20,40,0,0,0.0,0,
Green d'hide body (t),0,0,0,-15,15,40,32,45,20,40,0,0,0.0,0,
Green elegant blouse,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Green elegant shirt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Green naval shirt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Green robe top,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Grey naval shirt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Grey robe top,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Guthan's platebody#(broken),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Guthan's platebody#100,0,0,0,-30,-10,122,120,107,-6,132,0,0,0.0,0,
Guthan's platebody#25,0,0,0,-30,-10,122,120,107,-6,132,0,0,0.0,0,
Guthan's platebody#50,0,0,0,-30,-10,122,120,107,-6,132,0,0,0.0,0,
Guthan's platebody#75,0,0,0,-30,-10,122,120,107,-6,132,0,0,0.0,0,
Guthan's platebody#Undamaged,0,0,0,-30,-10,122,120,107,-6,132,0,0,0.0,0,
Guthix d'hide body,0,0,0,-15,30,55,47,60,50,55,0,0,0.0,1,
Guthix platebody,0,0,0,-30,-10,82,80,72,-6,80,0,0,0.0,1,
Guthix robe top,0,0,0,4,0,0,0,0,4,0,0,0,0.0,6,
Ham shirt,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Hardcore ironman platebody,0,0,0,-30,-10,21,20,12,-6,20,0,0,0.0,0,
Hardleather body,0,0,0,-4,8,12,15,18,6,15,0,0,0.0,0,
Infinity top,0,0,0,22,0,0,0,0,22,0,0,0,0.0,0,
Initiate hauberk,0,0,0,-30,-10,46,44,38,-6,44,0,0,0.0,6,
Inquisitor's hauberk,-3,-3,12,-11,-10,67,55,71,0,35,4,0,0.0,2,
Iron chainbody,0,0,0,-15,0,10,15,19,-3,12,0,0,0.0,0,
Iron platebody,0,0,0,-30,-10,21,20,12,-6,20,0,0,0.0,0,
Iron platebody (g),0,0,0,-30,-10,21,20,12,-6,20,0,0,0.0,0,
Iron platebody (t),0,0,0,-30,-10,21,20,12,-6,20,0,0,0.0,0,
Ironman platebody,0,0,0,-30,-10,21,20,12,-6,20,0,0,0.0,0,
Jungle camo top,0,0,0,0,0,10,15,19,0,12,0,0,0.0,0,
Justiciar chestguard,0,0,0,-40,-20,132,130,117,-16,142,0,0,0.0,4,
Karil's leathertop#(broken),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Karil's leathertop#100,0,0,0,-15,30,47,42,50,65,57,0,0,0.0,0,
Karil's leathertop#25,0,0,0,-15,30,47,42,50,65,57,0,0,0.0,0,
Karil's leathertop#50,0,0,0,-15,30,47,42,50,65,57,0,0,0.0,0,
Karil's leathertop#75,0,0,0,-15,30,47,42,50,65,57,0,0,0.0,0,
Karil's leathertop#Undamaged,0,0,0,-15,30,47,42,50,65,57,0,0,0.0,0,
Khazard armour,0,0,0,0,0,9,11,10,0,0,0,0,0.0,0,
Kyatt top,0,0,0,0,0,10,15,19,0,12,0,0,0.0,0,
Larupia top,0,0,0,0,0,10,15,19,0,12,0,0,0.0,0,
Leather body,0,0,0,-2,2,8,9,10,4,9,0,0,0.0,0,
Leather body (g),0,0,0,-2,2,8,9,10,4,9,0,0,0.0,0,
Lederhosen top,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Light infinity top,0,0,0,22,0,0,0,0,22,0,0,0,0.0,0,
Light tuxedo jacket,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Lumberjack top,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Lunar torso,0,0,0,10,-10,34,22,40,12,0,0,0,0.0,0,
Medical gown,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Menaphite purple top,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Menaphite red top,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Mime top,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Mithril chainbody,0,0,0,-15,0,25,35,42,-3,27,0,0,0.0,0,
Mithril platebody,0,0,0,-30,-10,46,44,38,-6,44,0,0,0.0,0,
Mithril platebody (g),0,0,0,-30,-10,46,44,38,-6,44,0,0,0.0,0,
Mithril platebody (t),0,0,0,-30,-10,46,44,38,-6,44,0,0,0.0,0,
Monk's robe top,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,
Monk's robe top (g),0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,
Monk's robe top (t),0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,
Moonclan armour,0,0,0,5,-10,5,5,5,5,-10,0,0,0.0,0,
Mourner top,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Mummy's body,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Musketeer tabard,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Mystic robe top,0,0,0,20,0,0,0,0,20,0,0,0,0.0,0,
Mystic robe top (dark),0,0,0,20,0,0,0,0,20,0,0,0,0.0,0,
Mystic robe top (dusk),0,0,0,20,0,0,0,0,20,0,0,0,0.0,0,
Mystic robe top (light),0,0,0,20,0,0,0,0,20,0,0,0,0.0,0,
Obsidian platebody,0,0,0,0,0,55,78,56,-15,60,3,0,0.0,0,
Ornate top,0,0,0,-15,0,10,15,19,-3,12,0,0,0.0,0,
Pink elegant blouse,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Pink elegant shirt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Pink robe top,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Plague jacket,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Polar camo top,0,0,0,0,0,10,15,19,0,12,0,0,0.0,0,
Priest gown (top),0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,
Prince tunic,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Princess blouse,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Proselyte hauberk,0,0,0,-30,-10,65,63,55,-6,63,0,0,0.0,8,
Prospector jacket,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Purple elegant blouse,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Purple elegant shirt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Purple naval shirt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Purple robe top,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Pyromancer garb,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Rangers' tunic,0,0,0,-15,15,6,9,12,6,6,0,0,0.0,0,
Red d'hide body,0,0,0,-15,25,50,42,55,40,50,0,0,0.0,0,
Red d'hide body (g),0,0,0,-15,25,50,42,55,40,50,0,0,0.0,0,
Red d'hide body (t),0,0,0,-15,25,50,42,55,40,50,0,0,0.0,0,
Red elegant blouse,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Red elegant shirt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Red naval shirt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Red robe top,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Robe of elidinis (top),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Robe top of darkness,0,0,0,20,0,0,0,0,20,0,0,0,0.0,0,
Rock-shell plate,0,0,0,-30,-10,82,80,72,-6,80,0,0,0.0,0,
Rogue top,0,0,0,0,0,10,10,10,10,10,0,0,0.0,0,
Royal gown top,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Rune chainbody,0,0,0,-15,0,63,72,78,-3,65,0,0,0.0,0,
Rune platebody,0,0,0,-30,-10,82,80,72,-6,80,0,0,0.0,0,
Rune platebody (g),0,0,0,-30,-10,82,80,72,-6,80,0,0,0.0,0,
Rune platebody (h1),0,0,0,-30,-10,82,80,72,-6,80,0,0,0.0,0,
Rune platebody (h2),0,0,0,-30,-10,82,80,72,-6,80,0,0,0.0,0,
Rune platebody (h3),0,0,0,-30,-10,82,80,72,-6,80,0,0,0.0,0,
Rune platebody (h4),0,0,0,-30,-10,82,80,72,-6,80,0,0,0.0,0,
Rune platebody (h5),0,0,0,-30,-10,82,80,72,-6,80,0,0,0.0,0,
Rune platebody (t),0,0,0,-30,-10,82,80,72,-6,80,0,0,0.0,0,
Samurai shirt,0,0,0,0,0,69,67,59,10,67,0,0,0.0,0,
Sandwich lady top,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Santa jacket,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Saradomin d'hide body,0,0,0,-15,30,55,47,60,50,55,0,0,0.0,1,
Saradomin platebody,0,0,0,-30,-10,82,80,72,-6,80,0,0,0.0,1,
Saradomin robe top,0,0,0,4,0,0,0,0,4,0,0,0,0.0,6,
Shade robe top,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,
Shayzien platebody (1),0,0,0,-5,0,16,20,22,-2,16,0,0,0.0,0,
Shayzien platebody (2),0,0,0,-7,0,20,25,30,-3,20,0,0,0.0,0,
Shayzien platebody (3),0,0,0,-8,0,25,32,35,-3,22,0,0,0.0,0,
Shayzien platebody (4),0,0,0,-9,0,28,35,37,-4,25,0,0,0.0,0,
Shayzien platebody (5),0,0,0,-10,0,30,37,40,-4,27,0,0,0.0,0,
Shirt (brown),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Shirt (lilac),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Shirt (yellow),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Silly jester top,0,0,0,0,0,0,0,0,5,-5,0,0,0.0,0,
Skeletal top,0,0,0,8,-10,35,25,42,15,0,0,0,0.0,0,
Skeleton shirt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Slave shirt,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Snakeskin body,0,0,0,-5,12,25,28,32,15,35,0,0,0.0,0,
Snow imp costume body,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Spined body,0,0,0,-15,15,40,32,45,20,40,0,0,0.0,0,
Spirit angler top,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Splitbark body,0,0,0,10,-10,36,26,42,15,0,0,0,0.0,0,
Spookier robe,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Spooky robe,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Steel chainbody,0,0,0,-15,0,17,25,30,-3,19,0,0,0.0,0,
Steel platebody,0,0,0,-30,-10,32,31,24,-6,31,0,0,0.0,0,
Steel platebody (g),0,0,0,-30,-10,32,31,24,-6,31,0,0,0.0,0,
Steel platebody (t),0,0,0,-30,-10,32,31,24,-6,31,0,0,0.0,0,
Stripy pirate shirt (beige),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Stripy pirate shirt (blue),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Stripy pirate shirt (brown),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Stripy pirate shirt (red),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Studded body,0,0,0,-4,8,18,25,22,8,25,0,0,0.0,0,
Studded body (g),0,0,0,-4,8,18,25,22,8,25,0,0,0.0,0,
Studded body (t),0,0,0,-4,8,18,25,22,8,25,0,0,0.0,0,
Swampbark body,0,0,0,15,0,38,44,48,21,0,0,0,0.0,0,
Teal robe top,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Torag's platebody#(broken),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Torag's platebody#100,0,0,0,-30,-10,122,120,107,-6,132,0,0,0.0,0,
Torag's platebody#25,0,0,0,-30,-10,122,120,107,-6,132,0,0,0.0,0,
Torag's platebody#50,0,0,0,-30,-10,122,120,107,-6,132,0,0,0.0,0,
Torag's platebody#75,0,0,0,-30,-10,122,120,107,-6,132,0,0,0.0,0,
Torag's platebody#Undamaged,0,0,0,-30,-10,122,120,107,-6,132,0,0,0.0,0,
Trailblazer top (t1),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Trailblazer top (t2),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Trailblazer top (t3),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Tree top,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Tribal top (blue),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Tribal top (brown),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Tribal top (pink),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
