Name,Stab attack,Slash attack,Crush attack,Magic attack,Ranged attack,Stab defence,Slash defence,Crush defence,Magic defence,Ranged defence,Strength,Ranged strength,Magic damage,Prayer,Speed
Black platelegs (g),0,0,0,-21,-7,21,20,19,-4,20,0,0,0.0,0,
Black platelegs (t),0,0,0,-21,-7,21,20,19,-4,20,0,0,0.0,0,
Black plateskirt,0,0,0,-21,-7,21,20,19,-4,20,0,0,0.0,0,
Black plateskirt (g),0,0,0,-21,-7,21,20,19,-4,20,0,0,0.0,0,
Black plateskirt (t),0,0,0,-21,-7,21,20,19,-4,20,0,0,0.0,0,
Bloodbark legs,0,0,0,13,0,33,31,38,17,0,0,0,0.0,0,
Blue d'hide chaps,0,0,0,-10,11,25,19,27,14,25,0,0,0.0,0,
Blue d'hide chaps (g),0,0,0,-10,11,25,19,27,14,25,0,0,0.0,0,
Blue d'hide chaps (t),0,0,0,-10,11,25,19,27,14,25,0,0,0.0,0,
Blue robe bottoms,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Bronze platelegs,0,0,0,-21,-7,8,7,6,-4,7,0,0,0.0,0,
Bronze platelegs (g),0,0,0,-21,-7,8,7,6,-4,7,0,0,0.0,0,
Bronze platelegs (t),0,0,0,-21,-7,8,7,6,-4,7,0,0,0.0,0,
Bronze plateskirt,0,0,0,-21,-7,8,7,6,-4,7,0,0,0.0,0,
Bronze plateskirt (g),0,0,0,-21,-7,8,7,6,-4,7,0,0,0.0,0,
Bronze plateskirt (t),0,0,0,-21,-7,8,7,6,-4,7,0,0,0.0,0,
Citizen trousers,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Clue hunter trousers,0,0,0,0,4,2,2,1,0,0,0,0,0.0,0,
Corrupted legs (attuned),10,10,3,10,10,74,74,74,74,74,0,0,0.0,3,
Corrupted legs (basic),6,6,2,6,6,52,52,52,52,52,0,0,0.0,2,
Corrupted legs (perfected),14,14,4,14,14,92,92,92,92,92,0,0,0.0,4,
Corrupted platelegs,0,0,0,-21,-7,11,10,10,-4,10,0,0,0.0,0,
Corrupted plateskirt,0,0,0,-21,-7,11,10,10,-4,10,0,0,0.0,0,
Cream robe bottoms,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Crystal legs (attuned),10,10,3,10,10,74,74,74,74,74,0,0,0.0,3,
Crystal legs (basic),6,6,2,6,6,52,52,52,52,52,0,0,0.0,2,
Crystal legs (perfected),14,14,4,14,14,92,92,92,92,92,0,0,0.0,4,
Crystal legs,0,0,0,-12,17,20,16,24,34,29,0,0,0.0,2,
Dagon'hai robe bottom,0,0,0,18,0,0,0,0,14,0,0,0,0.0,2,
Dark infinity bottoms,0,0,0,17,0,0,0,0,17,0,0,0,0.0,0,
Deadman's legs,0,0,0,-21,-7,11,10,10,-4,10,0,0,0.0,0,
Decorative armour (gold platelegs),0,0,0,-21,-7,33,31,29,-4,31,0,0,0.0,0,
Decorative armour (gold plateskirt),0,0,0,-21,-7,33,31,29,-4,31,0,0,0.0,0,
Decorative armour (magic legs),0,0,0,0,0,15,15,15,15,15,0,0,0.0,0,
Decorative armour (ranged legs),0,0,0,0,0,15,15,15,15,15,0,0,0.0,0,
Decorative armour (red platelegs),0,0,0,-21,-7,17,16,15,-4,16,0,0,0.0,0,
Decorative armour (red plateskirt),0,0,0,-21,-7,17,16,15,-4,16,0,0,0.0,0,
Decorative armour (white platelegs),0,0,0,-21,-7,24,22,20,-4,22,0,0,0.0,0,
Decorative armour (white plateskirt),0,0,0,-21,-7,24,22,20,-4,22,0,0,0.0,0,
Desert camo legs,0,0,0,0,-7,11,10,10,0,10,0,0,0.0,0,
Dharok's platelegs,0,0,0,-21,-7,85,82,83,-4,92,0,0,0.0,0,
Dragon platelegs,0,0,0,-21,-7,68,66,63,-4,65,0,0,0.0,0,
Dragon platelegs (g),0,0,0,-21,-7,68,66,63,-4,65,0,0,0.0,0,
Dragon plateskirt,0,0,0,-21,-7,68,66,63,-4,65,0,0,0.0,0,
Dragon plateskirt (g),0,0,0,-21,-7,68,66,63,-4,65,0,0,0.0,0,
Dragonstone platelegs,0,0,0,-21,-7,51,49,47,-4,49,0,0,0.0,0,
Elder chaos robe,0,0,0,6,0,0,0,0,6,0,0,0,0.0,0,
Elite void robe,0,0,0,0,0,30,30,30,30,30,0,0,0.0,3,
Enchanted robe,0,0,0,15,0,0,0,0,15,0,0,0,0.0,0,
Fremennik kilt,0,0,0,-21,-7,11,10,10,-4,10,1,0,0.0,0,
Fremennik skirt,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Frog-leather chaps,0,0,0,-5,2,7,7,9,4,9,0,0,0.0,0,
Ghostly robe (bottom),0,0,0,4,0,0,0,0,4,0,0,0,0.0,0,
Gilded d'hide chaps,0,0,0,-10,8,22,16,24,8,22,0,0,0.0,0,
Gilded platelegs,0,0,0,-21,-7,51,49,47,-4,49,0,0,0.0,0,
Gilded plateskirt,0,0,0,-21,-7,51,49,47,-4,49,0,0,0.0,0,
Graahk legs,0,0,0,0,-7,11,10,10,0,10,0,0,0.0,0,
Granite legs,0,0,0,-31,-18,43,45,41,-4,68,0,0,0.0,0,
Green d'hide chaps,0,0,0,-10,8,22,16,24,8,22,0,0,0.0,0,
Green d'hide chaps (g),0,0,0,-10,8,22,16,24,8,22,0,0,0.0,0,
Green d'hide chaps (t),0,0,0,-10,8,22,16,24,8,22,0,0,0.0,0,
Green robe bottoms,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Grey robe bottoms,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Guthan's chainskirt,0,0,0,-14,-7,75,72,73,-4,82,0,0,0.0,0,
Guthix chaps,0,0,0,-10,17,31,25,33,28,31,0,0,0.0,1,
Guthix platelegs,0,0,0,-21,-7,51,49,47,-4,49,0,0,0.0,1,
Guthix plateskirt,0,0,0,-21,-7,51,49,47,-4,49,0,0,0.0,1,
Guthix robe legs,0,0,0,4,0,0,0,0,4,0,0,0,0.0,5,
Ham robe,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Hardcore ironman platelegs,0,0,0,-21,-7,11,10,10,-4,10,0,0,0.0,0,
Infinity bottoms,0,0,0,17,0,0,0,0,17,0,0,0,0.0,0,
Initiate cuisse,0,0,0,-21,-7,24,22,20,-4,22,0,0,0.0,5,
Inquisitor's plateskirt,-3,-3,12,-9,-5,42,30,49,0,22,2,0,0.0,2,
Iron platelegs,0,0,0,-21,-7,11,10,10,-4,10,0,0,0.0,0,
Iron platelegs (g),0,0,0,-21,-7,11,10,10,-4,10,0,0,0.0,0,
Iron platelegs (t),0,0,0,-21,-7,11,10,10,-4,10,0,0,0.0,0,
Iron plateskirt,0,0,0,-21,-7,11,10,10,-4,10,0,0,0.0,0,
Iron plateskirt (g),0,0,0,-21,-7,11,10,10,-4,10,0,0,0.0,0,
Iron plateskirt (t),0,0,0,-21,-7,11,10,10,-4,10,0,0,0.0,0,
Ironman platelegs,0,0,0,-21,-7,11,10,10,-4,10,0,0,0.0,0,
Jungle camo legs,0,0,0,0,-7,11,10,10,0,10,0,0,0.0,0,
Justiciar legguards,0,0,0,-31,-17,95,92,93,-14,102,0,0,0.0,4,
Karil's leatherskirt,0,0,0,-10,17,26,20,28,35,33,0,0,0.0,0,
Kyatt legs,0,0,0,0,-7,11,10,10,0,10,0,0,0.0,0,
Larupia legs,0,0,0,0,-7,11,10,10,0,10,0,0,0.0,0,
Leather chaps,0,0,0,0,4,2,2,1,0,0,0,0,0.0,0,
Leather chaps (g),0,0,0,0,4,2,2,1,0,0,0,0,0.0,0,
Light infinity bottoms,0,0,0,17,0,0,0,0,17,0,0,0,0.0,0,
Lunar legs,0,0,0,7,-7,20,19,23,9,0,0,0,0.0,0,
Mithril platelegs,0,0,0,-21,-7,24,22,20,-4,22,0,0,0.0,0,
Mithril platelegs (g),0,0,0,-21,-7,24,22,20,-4,22,0,0,0.0,0,
Mithril platelegs (t),0,0,0,-21,-7,24,22,20,-4,22,0,0,0.0,0,
Mithril plateskirt,0,0,0,-21,-7,24,22,20,-4,22,0,0,0.0,0,
Mithril plateskirt (g),0,0,0,-21,-7,24,22,20,-4,22,0,0,0.0,0,
Mithril plateskirt (t),0,0,0,-21,-7,24,22,20,-4,22,0,0,0.0,0,
Moonclan skirt,0,0,0,5,-7,5,5,5,5,-7,0,0,0.0,0,
Morytania legs 1,0,0,0,-21,-7,11,10,10,-4,10,0,0,0.0,0,
Morytania legs 2,0,0,0,-21,-7,17,16,15,-4,16,0,0,0.0,0,
Morytania legs 3,0,0,0,-21,-7,24,22,20,-4,22,0,0,0.0,0,
Morytania legs 4,0,0,0,-21,-7,33,31,29,-4,31,0,0,0.0,0,
Mystic robe bottom,0,0,0,15,0,0,0,0,15,0,0,0,0.0,0,
Mystic robe bottom (dark),0,0,0,15,0,0,0,0,15,0,0,0,0.0,0,
Mystic robe bottom (dusk),0,0,0,15,0,0,0,0,15,0,0,0,0.0,0,
Mystic robe bottom (light),0,0,0,15,0,0,0,0,15,0,0,0,0.0,0,
Obsidian platelegs,0,0,0,0,0,46,43,41,-10,40,1,0,0.0,0,
Ornate legs,0,0,0,-21,-7,11,10,10,-4,10,0,0,0.0,0,
Penance skirt,0,0,0,-10,15,26,21,28,19,26,0,0,0.0,0,
Pink robe bottoms,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Polar camo legs,0,0,0,0,-7,11,10,10,0,10,0,0,0.0,0,
Proselyte cuisse,0,0,0,-21,-7,33,31,29,-4,31,0,0,0.0,6,
Proselyte tasset,0,0,0,-21,-7,33,31,29,-4,31,0,0,0.0,6,
Purple robe bottoms,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Rangers' tights,0,0,0,-10,15,0,0,0,0,0,0,0,0.0,0,
Red d'hide chaps,0,0,0,-10,14,28,22,30,20,28,0,0,0.0,0,
Red d'hide chaps (g),0,0,0,-10,14,28,22,30,20,28,0,0,0.0,0,
Red d'hide chaps (t),0,0,0,-10,14,28,22,30,20,28,0,0,0.0,0,
Red robe bottoms,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Robe bottom of darkness,0,0,0,15,0,0,0,0,15,0,0,0,0.0,0,
Rock-shell legs,0,0,0,-21,-7,51,49,47,-4,49,0,0,0.0,0,
Rogue trousers,0,0,0,0,0,7,7,7,7,7,0,0,0.0,0,
Rune platelegs,0,0,0,-21,-7,51,49,47,-4,49,0,0,0.0,0,
Rune platelegs (g),0,0,0,-21,-7,51,49,47,-4,49,0,0,0.0,0,
Rune platelegs (t),0,0,0,-21,-7,51,49,47,-4,49,0,0,0.0,0,
Rune plateskirt,0,0,0,-21,-7,51,49,47,-4,49,0,0,0.0,0,
Rune plateskirt (g),0,0,0,-21,-7,51,49,47,-4,49,0,0,0.0,0,
Rune plateskirt (t),0,0,0,-21,-7,51,49,47,-4,49,0,0,0.0,0,
Samurai greaves,0,0,0,0,0,42,40,38,3,40,0,0,0.0,0,
Saradomin chaps,0,0,0,-10,17,31,25,33,28,31,0,0,0.0,1,
Saradomin platelegs,0,0,0,-21,-7,51,49,47,-4,49,0,0,0.0,1,
Saradomin plateskirt,0,0,0,-21,-7,51,49,47,-4,49,0,0,0.0,1,
Saradomin robe legs,0,0,0,4,0,0,0,0,4,0,0,0,0.0,5,
Shayzien greaves (1),0,0,0,-10,-2,10,9,8,-2,10,0,0,0.0,0,
Shayzien greaves (2),0,0,0,-14,-3,14,13,12,-3,14,0,0,0.0,0,
Shayzien greaves (3),0,0,0,-17,-4,17,16,15,-3,17,0,0,0.0,0,
Shayzien greaves (4),0,0,0,-20,-5,20,19,18,-4,20,0,0,0.0,0,
Shayzien greaves (5),0,0,0,-20,-5,23,22,21,-4,23,0,0,0.0,0,
Silly jester tights,0,0,0,0,0,0,0,0,5,-5,0,0,0.0,0,
Skeletal bottoms,0,0,0,6,-7,22,20,24,10,0,0,0,0.0,0,
Snakeskin chaps,0,0,0,-5,6,8,8,10,4,10,0,0,0.0,0,
Spined chaps,0,0,0,-10,8,22,16,24,8,22,0,0,0.0,0,
Splitbark legs,0,0,0,7,-7,22,20,25,10,0,0,0,0.0,0,
Steel platelegs,0,0,0,-21,-7,17,16,15,-4,16,0,0,0.0,0,
Steel platelegs (g),0,0,0,-21,-7,17,16,15,-4,16,0,0,0.0,0,
Steel platelegs (t),0,0,0,-21,-7,17,16,15,-4,16,0,0,0.0,0,
Steel plateskirt,0,0,0,-21,-7,17,16,15,-4,16,0,0,0.0,0,
Steel plateskirt (g),0,0,0,-21,-7,17,16,15,-4,16,0,0,0.0,0,
Steel plateskirt (t),0,0,0,-21,-7,17,16,15,-4,16,0,0,0.0,0,
Studded chaps,0,0,0,-5,6,15,16,17,6,16,0,0,0.0,0,
Studded chaps (g),0,0,0,-5,6,15,16,17,6,16,0,0,0.0,0,
Studded chaps (t),0,0,0,-5,6,15,16,17,6,16,0,0,0.0,0,
Swampbark legs,0,0,0,10,0,20,22,24,15,0,0,0,0.0,0,
Teal robe bottoms,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Torag's platelegs,0,0,0,-21,-7,85,82,83,-4,92,0,0,0.0,0,
Turquoise robe bottoms,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Twisted ancestral robe bottom,0,0,0,26,-7,27,24,30,20,0,0,0,0.02,0,
Ultimate ironman platelegs,0,0,0,-21,-7,11,10,10,-4,10,0,0,0.0,0,
Verac's plateskirt,0,0,0,-21,-7,85,82,83,0,84,0,0,0.0,4,
Void knight robe,0,0,0,0,0,30,30,30,30,30,0,0,0.0,0,
Vyrewatch legs,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
White platelegs,0,0,0,-21,-7,21,20,19,-4,20,0,0,0.0,1,
White plateskirt,0,0,0,-21,-7,21,20,19,-4,20,0,0,0.0,1,
Wood camo legs,0,0,0,0,-7,11,10,10,0,10,0,0,0.0,0,
Xerician robe,0,0,0,8,0,0,0,0,7,0,0,0,0.0,0,
Yak-hide armour (legs),0,0,0,-5,10,25,20,15,-2,10,0,0,0.0,0,
Yellow robe bottoms,0,0,0,0,0,0,2,2,0,0,0,0,0.0,0,
Zamorak chaps,0,0,0,-10,17,31,25,33,28,31,0,0,0.0,1,
Zamorak monk bottom,0,0,0,2,0,0,0,0,3,0,0,0,0.0,3,
Zamorak platelegs,0,0,0,-21,-7,51,49,47,-4,49,0,0,0.0,1,
Zamorak plateskirt,0,0,0,-21,-7,51,49,47,-4,49,0,0,0.0,1,
Zamorak robe legs,0,0,0,4,0,0,0,0,4,0,0,0,0.0,5,
