Name,Stab attack,Slash attack,Crush attack,Magic attack,Ranged attack,Stab defence,Slash defence,Crush defence,Magic defence,Ranged defence,Strength,Ranged strength,Magic damage,Prayer,Speed
Adamant knife#(unp),0,0,0,0,15,0,0,0,0,0,0,14,0.0,0,3.0
Adamant longsword,20,29,-2,0,0,0,3,2,0,0,31,0,0.0,0,5.0
Adamant mace,13,-2,25,0,0,0,0,0,0,0,23,0,0.0,3,5.0
Adamant pickaxe,17,-2,15,0,0,0,1,0,0,0,19,0,0.0,0,5.0
Adamant scimitar,6,29,-2,0,0,0,1,0,0,0,28,0,0.0,0,4.0
Adamant sword,23,18,-2,0,0,0,2,1,0,0,24,0,0.0,0,4.0
Adamant thrownaxe,0,0,0,0,17,0,0,0,0,0,0,23,0.0,0,5.0
Adamant warhammer,-4,-4,33,-4,0,0,0,0,0,0,31,0,0.0,0,6.0
Ahrim's staff#(broken),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,6.0
Ahrim's staff#100,12,-1,65,15,0,3,5,2,15,0,68,0,0.05,0,6.0
Ahrim's staff#25,12,-1,65,15,0,3,5,2,15,0,68,0,0.05,0,6.0
Ahrim's staff#50,12,-1,65,15,0,3,5,2,15,0,68,0,0.05,0,6.0
Ahrim's staff#75,12,-1,65,15,0,3,5,2,15,0,68,0,0.05,0,6.0
Ahrim's staff#Undamaged,12,-1,65,15,0,3,5,2,15,0,68,0,0.05,0,6.0
Air battlestaff,7,-1,28,10,0,2,3,1,10,0,35,0,0.0,0,5.0
Ale of the gods,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Amy's saw,2,5,-2,0,0,0,2,1,0,0,5,0,0.0,0,5.0
Ancient crozier,7,-1,25,10,0,2,3,1,10,0,32,0,0.0,6,5.0
Ancient gorilla greegree,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Ancient mace,10,-2,16,0,0,0,0,0,0,0,14,0,0.0,3,5.0
Ancient staff,10,-1,40,15,0,2,3,1,15,0,50,0,0.0,-1,4.0
Anger battleaxe,2,2,2,0,0,0,0,0,0,-1,0,0,0.0,0,6.0
Anger mace,2,2,2,0,0,0,0,0,0,0,0,0,0.0,1,5.0
Anger sword,2,2,2,0,0,0,2,1,0,0,0,0,0.0,0,4.0
Apprentice wand,0,0,0,10,0,0,0,0,10,0,0,0,0.0,0,4.0
Arceuus banner,12,12,12,0,0,1,1,0,0,0,12,0,0.0,0,5.0
Arclight,10,38,0,0,0,0,3,2,2,0,8,0,0.0,0,4.0
Armadyl crossbow,0,0,0,0,100,0,0,0,0,0,0,0,0.0,1,6.0
Armadyl crozier,7,-1,25,10,0,2,3,1,10,0,32,0,0.0,6,5.0
Assorted flowers,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Bandos crozier,7,-1,25,10,0,2,3,1,10,0,32,0,0.0,6,5.0
Banner (Arrav),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Banner (Asgarnia),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Banner (Dorgeshuun),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Banner (Dragon),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Banner (Fairy),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Banner (Guthix),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Banner (HAM),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Banner (Horse),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Banner (Jogre),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Banner (Kandarin),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Banner (Misthalin),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Banner (Money),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Banner (Saradomin),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Banner (Skull),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Banner (Varrock),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Banner (Zamorak),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Barb-tail harpoon,9,4,-4,0,0,0,0,0,0,0,6,0,0.0,0,4.0
Battlestaff,7,-1,25,10,0,2,3,1,10,0,32,0,0.0,0,5.0
Bearded gorilla greegree,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Beer glass (Forgettable Tale...),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Beginner wand,0,0,0,5,0,0,0,0,5,0,0,0,0.0,0,4.0
Birthday balloons,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Black axe,-2,10,8,0,0,0,1,0,0,0,12,0,0.0,0,5.0
Black battleaxe,-2,20,15,0,0,0,0,0,0,-1,24,0,0.0,0,6.0
Black cane,8,-2,16,0,0,0,0,0,0,0,13,0,0.0,2,5.0
Black chinchompa,0,0,0,0,80,0,0,0,0,0,0,30,0.0,0,4.0
Black dagger#(p),10,5,-4,1,0,0,0,0,1,0,7,0,0.0,0,4.0
Black dagger#(p+),10,5,-4,1,0,0,0,0,1,0,7,0,0.0,0,4.0
Black dagger#(p++),10,5,-4,1,0,0,0,0,1,0,7,0,0.0,0,4.0
Black dagger#(unp),10,5,-4,1,0,0,0,0,1,0,7,0,0.0,0,4.0
Black dart#(p),0,0,0,0,7,0,0,0,0,0,0,6,0.0,0,3.0
Black dart#(p+),0,0,0,0,7,0,0,0,0,0,0,6,0.0,0,3.0
Black dart#(p++),0,0,0,0,7,0,0,0,0,0,0,6,0.0,0,3.0
Black dart#(unp),0,0,0,0,7,0,0,0,0,0,0,6,0.0,0,3.0
Black flowers,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Black knife#(p),0,0,0,0,10,0,0,0,0,0,0,8,0.0,0,3.0
Black knife#(p+),0,0,0,0,10,0,0,0,0,0,0,8,0.0,0,3.0
Black knife#(p++),0,0,0,0,10,0,0,0,0,0,0,8,0.0,0,3.0
Black knife#(unp),0,0,0,0,10,0,0,0,0,0,0,8,0.0,0,3.0
Black longsword,13,18,-2,0,0,0,3,2,0,0,16,0,0.0,0,5.0
Black mace,8,-2,16,0,0,0,0,0,0,0,13,0,0.0,2,5.0
Black pickaxe,10,-2,8,0,0,0,1,0,0,0,11,0,0.0,0,5.0
Black scimitar,4,19,-2,0,0,0,1,0,0,0,14,0,0.0,0,4.0
Black sword,14,10,-2,0,0,0,2,1,0,0,12,0,0.0,0,4.0
Black warhammer,-4,-4,22,-4,0,0,0,0,0,0,19,0,0.0,0,6.0
Blade of saeldor (c),55,94,0,0,0,0,0,0,0,0,89,0,0.0,0,4.0
Blade of saeldor#Charged,55,94,0,0,0,0,0,0,0,0,89,0,0.0,0,4.0
Blade of saeldor#Inactive,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Blessed axe,-2,12,10,0,0,0,1,0,0,0,13,0,0.0,2,5.0
Blisterwood flail,30,44,68,8,0,4,4,2,8,0,46,0,0.0,5,5.0
Blisterwood sickle,30,38,0,0,0,1,2,2,2,2,32,0,0.0,5,5.0
Blue flowers,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Blurite crossbow,0,0,0,0,30,0,0,0,0,0,0,0,0.0,0,6.0
Blurite sword,9,14,-2,0,0,0,3,2,0,0,10,0,0.0,0,5.0
Bone club,-4,-4,16,-4,0,0,0,0,0,0,15,0,0.0,0,6.0
Bone dagger#(p),5,3,-4,1,0,0,0,0,1,0,4,0,0.0,0,4.0
Bone dagger#(p+),5,3,-4,1,0,0,0,0,1,0,4,0,0.0,0,4.0
Bone dagger#(p++),5,3,-4,1,0,0,0,0,1,0,4,0,0.0,0,4.0
Bone dagger#(unp),5,3,-4,1,0,0,0,0,1,0,4,0,0.0,0,4.0
Bone spear,11,11,11,0,0,1,1,0,0,0,13,0,0.0,0,6.0
Brine sabre,7,47,-2,0,0,0,0,0,0,0,46,0,0.0,0,4.0
Broken axe (adamant),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Broken axe (black),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Broken axe (bronze),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Broken axe (dragon),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Broken axe (iron),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Broken axe (mithril),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Broken axe (rune),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Broken axe (steel),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Broken pickaxe (adamant),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Broken pickaxe (black),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Broken pickaxe (bronze),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Broken pickaxe (dragon),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Broken pickaxe (iron),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Broken pickaxe (mithril),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Broken pickaxe (rune),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Broken pickaxe (steel),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Bronze axe,-2,4,2,0,0,0,1,0,0,0,5,0,0.0,0,5.0
Bronze battleaxe,-2,6,3,0,0,0,0,0,0,-1,9,0,0.0,0,6.0
Bronze crossbow,0,0,0,0,18,0,0,0,0,0,0,0,0.0,0,6.0
Bronze dagger#(p),4,2,-4,1,0,0,0,0,1,0,3,0,0.0,0,4.0
Bronze dagger#(p+),4,2,-4,1,0,0,0,0,1,0,3,0,0.0,0,4.0
Bronze dagger#(p++),4,2,-4,1,0,0,0,0,1,0,3,0,0.0,0,4.0
Bronze dagger#(unp),4,2,-4,1,0,0,0,0,1,0,3,0,0.0,0,4.0
Bronze dart#(p),0,0,0,0,3,0,0,0,0,0,0,1,0.0,0,3.0
Bronze dart#(p+),0,0,0,0,3,0,0,0,0,0,0,1,0.0,0,3.0
Bronze dart#(p++),0,0,0,0,3,0,0,0,0,0,0,1,0.0,0,3.0
Bronze dart#(unp),0,0,0,0,3,0,0,0,0,0,0,1,0.0,0,3.0
Bronze fist flag,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Bronze hasta#(kp),5,5,5,0,0,-1,-1,-1,0,-1,6,0,0.0,0,5.0
Bronze hasta#(p),5,5,5,0,0,-1,-1,-1,0,-1,6,0,0.0,0,5.0
Bronze hasta#(p+),5,5,5,0,0,-1,-1,-1,0,-1,6,0,0.0,0,5.0
Bronze hasta#(p++),5,5,5,0,0,-1,-1,-1,0,-1,6,0,0.0,0,5.0
Bronze hasta#(unp),5,5,5,0,0,-1,-1,-1,0,-1,6,0,0.0,0,5.0
Bronze knife#(p),0,0,0,0,4,0,0,0,0,0,0,3,0.0,0,3.0
Bronze knife#(p+),0,0,0,0,4,0,0,0,0,0,0,3,0.0,0,3.0
Bronze knife#(p++),0,0,0,0,4,0,0,0,0,0,0,3,0.0,0,3.0
Bronze knife#(unp),0,0,0,0,4,0,0,0,0,0,0,3,0.0,0,3.0
Bronze longsword,4,5,-2,0,0,0,3,2,0,0,7,0,0.0,0,5.0
Bronze mace,1,-2,6,0,0,0,0,0,0,0,5,0,0.0,1,5.0
Bronze pickaxe,4,-2,2,0,0,0,1,0,0,0,5,0,0.0,0,5.0
Bronze scimitar,1,7,-2,0,0,0,1,0,0,0,6,0,0.0,0,4.0
Bronze sword,4,3,-2,0,0,0,2,1,0,0,5,0,0.0,0,4.0
Bronze thrownaxe,0,0,0,0,4,0,0,0,0,0,0,5,0.0,0,5.0
Bronze warhammer,-4,-4,10,-4,0,0,0,0,0,0,8,0,0.0,0,6.0
Bruma torch,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Bryophyta's staff#Charged,10,-1,40,15,0,2,3,1,15,0,50,0,0.0,0,5.0
Bryophyta's staff#Uncharged,10,-1,40,15,0,2,3,1,15,0,50,0,0.0,0,5.0
Butterfly net,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Candy cane,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Carrot sword,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Cattleprod,4,2,-4,1,0,0,0,0,1,0,3,0,0.0,0,4.0
Chaotic handegg,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Chinchompa,0,0,0,0,45,0,0,0,0,0,0,0,0.0,0,4.0
Cleaver,7,45,-2,0,0,0,1,0,0,0,44,0,0.0,0,4.0
Cormorant's glove#Bird,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,4.0
Cormorant's glove#No_bird,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,4.0
Corrupted axe,4,4,4,0,0,0,0,0,0,0,5,0,0.0,0,5.0
Corrupted harpoon,4,4,4,0,0,0,0,0,0,0,5,0,0.0,0,5.0
Corrupted pickaxe,4,4,4,0,0,0,0,0,0,0,5,0,0.0,0,5.0
Corrupted sceptre,8,10,16,0,0,0,0,0,0,0,20,0,0.0,0,5.0
Crier bell,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Crossbow,0,0,0,0,6,0,0,0,0,0,0,0,0.0,0,6.0
Crystal axe (The Gauntlet),4,4,4,0,0,0,0,0,0,0,5,0,0.0,0,5.0
Crystal axe#Active,-2,38,32,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Crystal axe#Inactive,-2,38,32,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Crystal grail,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Crystal harpoon (The Gauntlet),4,4,4,0,0,0,0,0,0,0,5,0,0.0,0,5.0
Crystal harpoon#Active,38,32,0,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Crystal harpoon#Inactive,38,32,0,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Crystal pickaxe (The Gauntlet),4,4,4,0,0,0,0,0,0,0,5,0,0.0,0,5.0
Crystal pickaxe#Active,38,-2,32,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Crystal pickaxe#Inactive,38,-2,32,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Crystal sceptre,8,10,16,0,0,0,0,0,0,0,20,0,0.0,0,5.0
Cursed goblin hammer,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Cursed goblin staff,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.0
Cutthroat flag,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Dark dagger,5,3,-4,1,0,0,0,0,1,0,0,0,0.0,0,4.0
Darklight,10,16,-2,0,0,0,3,2,2,0,13,0,0.0,0,5.0
Dawnbringer,0,0,0,25,0,2,3,1,15,0,0,0,0.0,0,4.0
Decorative sword (gold)#Broken,20,29,-2,0,0,0,3,2,0,0,31,0,0.0,0,5.0
Decorative sword (gold)#Locked,20,29,-2,0,0,0,3,2,0,0,31,0,0.0,0,5.0
Decorative sword (gold)#Normal,20,29,-2,0,0,0,3,2,0,0,31,0,0.0,0,5.0
Decorative sword (red),13,18,-2,0,0,0,3,2,0,0,16,0,0.0,0,5.0
Decorative sword (white),15,20,-2,0,0,0,3,2,0,0,22,0,0.0,0,5.0
Dorgeshuun crossbow,0,0,0,0,42,0,0,0,0,0,0,0,0.0,0,5.0
Dragon axe,-2,38,32,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Dragon axe (or),-2,38,32,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Dragon battleaxe,-2,70,65,0,0,0,0,0,0,-1,85,0,0.0,0,6.0
Dragon cane,42,-2,60,0,0,0,0,0,0,0,55,0,0.0,5,5.0
Dragon crossbow,0,0,0,0,94,0,0,0,0,0,0,0,0.0,0,6.0
Dragon dagger#(p),40,25,-4,1,0,0,0,0,1,0,40,0,0.0,0,4.0
Dragon dagger#(p+),40,25,-4,1,0,0,0,0,1,0,40,0,0.0,0,4.0
Dragon dagger#(p++),40,25,-4,1,0,0,0,0,1,0,40,0,0.0,0,4.0
Dragon dagger#(unp),40,25,-4,1,0,0,0,0,1,0,40,0,0.0,0,4.0
Dragon dart#(p),0,0,0,0,18,0,0,0,0,0,0,20,0.0,0,3.0
Dragon dart#(p+),0,0,0,0,18,0,0,0,0,0,0,20,0.0,0,3.0
Dragon dart#(p++),0,0,0,0,18,0,0,0,0,0,0,20,0.0,0,3.0
Dragon dart#(unp),0,0,0,0,18,0,0,0,0,0,0,20,0.0,0,3.0
Dragon harpoon,38,32,0,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Dragon harpoon (or),38,32,0,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Dragon hasta#(kp),55,55,55,0,0,-15,-15,-12,0,-15,60,0,0.0,0,4.0
Dragon hasta#(p),55,55,55,0,0,-15,-15,-12,0,-15,60,0,0.0,0,4.0
Dragon hasta#(p+),55,55,55,0,0,-15,-15,-12,0,-15,60,0,0.0,0,4.0
Dragon hasta#(p++),55,55,55,0,0,-15,-15,-12,0,-15,60,0,0.0,0,4.0
Dragon hasta#(unp),55,55,55,0,0,-15,-15,-12,0,-15,60,0,0.0,0,4.0
Dragon hunter crossbow,0,0,0,0,95,0,0,0,0,0,0,0,0.0,0,6.0
Dragon hunter lance,85,65,65,0,0,0,0,0,0,0,70,0,0.0,0,4.0
Dragon knife#(p),0,0,0,0,28,0,0,0,0,0,0,30,0.0,0,3.0
Dragon knife#(p+),0,0,0,0,28,0,0,0,0,0,0,30,0.0,0,3.0
Dragon knife#(p++),0,0,0,0,28,0,0,0,0,0,0,30,0.0,0,3.0
Dragon knife#(unp),0,0,0,0,28,0,0,0,0,0,0,30,0.0,0,3.0
Dragon longsword,58,69,-2,0,0,0,3,2,0,0,71,0,0.0,0,5.0
Dragon mace,40,-2,60,0,0,0,0,0,0,0,55,0,0.0,5,5.0
Dragon pickaxe,38,-2,32,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Dragon pickaxe (or),38,-2,32,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Dragon pickaxe (or) (Trailblazer),38,-2,32,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Dragon pickaxe (upgraded),38,-2,32,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Dragon scimitar,8,67,-2,0,0,0,1,0,0,0,66,0,0.0,0,4.0
Dragon scimitar (or),8,67,-2,0,0,0,1,0,0,0,66,0,0.0,0,4.0
Dragon sword,65,55,-2,0,0,0,2,1,0,0,63,0,0.0,0,4.0
Dragon thrownaxe,0,0,0,0,36,0,0,0,0,0,0,47,0.0,0,5.0
Dragon warhammer,-4,-4,95,-4,0,0,0,0,0,0,85,0,0.0,0,6.0
Dramen staff,-1,-1,10,10,0,2,3,1,10,0,10,0,0.0,0,4.0
Dust battlestaff,7,-1,28,10,0,2,3,1,10,0,35,0,0.0,0,5.0
Earth battlestaff,7,-1,28,10,0,2,3,1,10,0,35,0,0.0,0,5.0
Easter basket,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Eek,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Egg whisk,5,3,-4,1,0,0,0,0,1,0,4,0,0.0,0,4.0
Eldritch nightmare staff,0,0,0,16,0,0,0,0,14,0,0,0,0.15,0,5.0
Emerald sickle (b),0,0,0,0,0,0,1,1,1,1,2,0,0.0,5,5.0
Enchanted emerald sickle (b),0,0,0,0,0,0,1,1,1,1,3,0,0.0,5,5.0
Enchanted lyre#(1),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Enchanted lyre#(2),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Enchanted lyre#(3),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Enchanted lyre#(4),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Enchanted lyre#(5),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Enchanted lyre#Uncharged,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Enchanted lyre(i),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Enchanted ruby sickle (b),0,0,0,0,0,0,1,1,1,1,6,0,0.0,5,5.0
Excalibur,20,29,-2,0,0,0,3,2,1,0,25,0,0.0,0,5.0
Falconer's glove#No_Falcon,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,4.0
Falconer's glove#With_Falcon,0,0,0,0,0,0,1,1,0,0,0,0,0.0,0,4.0
Fire battlestaff,7,-1,28,10,0,2,3,1,10,0,35,0,0.0,0,5.0
Fox (Recruitment Drive),0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Fremennik blade,6,29,-2,0,0,0,1,0,0,0,28,0,0.0,0,4.0
Frozen abyssal whip,0,82,0,0,0,0,0,0,0,0,82,0,0.0,0,4.0
Frying pan,-4,-4,25,-4,0,0,0,0,0,0,20,0,0.0,0,6.0
Ghrazi rapier,94,55,0,0,0,0,0,0,0,0,89,0,0.0,0,4.0
Gilded axe,-2,26,24,0,0,0,1,0,0,0,29,0,0.0,0,5.0
Gilded hasta,36,36,36,0,0,-10,-10,-9,0,-10,42,0,0.0,0,5.0
Gilded pickaxe,26,-2,24,0,0,0,1,0,0,0,29,0,0.0,0,5.0
Gilded scimitar,7,45,-2,0,0,0,1,0,0,0,44,0,0.0,0,4.0
Gilded smile flag,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Glowing dagger,5,3,-4,1,0,0,0,0,1,0,0,0,0.0,0,4.0
Gnomeball,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Golden tench,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Gorilla greegree,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
Granite hammer,0,0,57,-3,-1,0,0,0,0,0,56,0,0.0,0,4.0
Granite longsword,56,65,-2,0,0,0,3,2,0,0,62,0,0.0,0,5.0
Green banner,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Guthix crozier,7,-1,25,10,0,2,3,1,10,0,32,0,0.0,6,5.0
Guthix staff,-1,-1,6,6,0,2,3,1,6,0,2,0,0.0,0,5.0
Hallowed hammer,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Ham joint,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3.0
Hand fan,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Harmonised nightmare staff,0,0,0,16,0,0,0,0,14,0,0,0,0.15,0,5.0
Harry's cutlass,3,14,0,-5,0,4,4,4,0,0,22,0,0.0,0,4.0
Heat-proof vessel,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Holy handegg,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,4.0
Holy water,0,0,0,0,6,0,0,0,0,0,0,12,0.0,0,3.0
Hosidius banner,12,12,12,0,0,1,1,0,0,0,12,0,0.0,0,5.0
Hunters' crossbow,0,0,0,0,55,0,0,0,0,0,0,0,0.0,0,4.0
Hunting knife,-100,-100,-50,0,0,0,0,0,0,0,-10,0,0.0,0,4.0
Iban's staff (u),10,-1,40,10,0,2,3,1,10,0,50,0,0.0,0,5.0
Iban's staff#Broken,10,-1,40,10,0,2,3,1,10,0,50,0,0.0,0,5.0
Iban's staff#Regular,10,-1,40,10,0,2,3,1,10,0,50,0,0.0,0,5.0
Imbued tephra,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3.0
Infernal axe (or)#Charged,-2,38,32,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Infernal axe (or)#Uncharged,-2,38,32,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Infernal axe#Charged,-2,38,32,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Infernal axe#Uncharged,-2,38,32,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Infernal harpoon (or)#Charged,38,32,0,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Infernal harpoon (or)#Uncharged,38,32,0,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Infernal harpoon#Charged,38,32,0,0,0,0,1,0,0,0,42,0,0.0,0,5.0
Infernal harpoon#Uncharged,38,32,0,0,0,0,1,0,0,0,42,0,0.0,0,5.0
